name,discountPrice,oldPrice,discount,image,rating,category,merchant
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/6824682/1.jpg?0711,not available,microphones,not available
Fit Type Pattern Wired Type C Headphones Earbuds For Android Type C Enabled Earphones EARPIECE Headset EarPód For Samsung Redmi Etc,"₦ 4,200","₦ 7,000",40%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/6866032/1.jpg?2440,5 out of 5(1),electronic accessories supplies,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/9824682/1.jpg?0899,not available,microphones,not available
Smart TV Box 2.4/5G Dual Wifi Set Top Box 4GB RAM 32GB ROM,"₦ 39,999","₦ 43,308",8%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/5451622/1.jpg?4598,3 out of 5(1),electronic accessories supplies,Express Shipping
Auto Tracking Shooting Selfie Stick Smartphone Stand,"₦ 10,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/503859/1.jpg?4804,not available,electronic accessories supplies,not available
Professional Camera Bag For DSLR Camera Nikon,"₦ 40,000","₦ 58,000",31%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/4324301/1.jpg?5913,not available,electronic accessories supplies,not available
Cctv Power Supply Box DC 12V.,"₦ 12,900 - ₦ 19,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/382381/1.jpg?3917,3.7 out of 5(6),electronic accessories supplies,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/2924682/1.jpg?1176,not available,microphones,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/1924682/1.jpg?1183,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/6824682/1.jpg?0710,not available,microphones,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/3924682/1.jpg?1168,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/0924682/1.jpg?1195,not available,microphones,not available
Replacement Rolling Brush Roll for Dyson V8 Slim V10 Slim V12 V15 Detect Digital Slim Fluffy Vacuum Cleaner Household A,"₦ 22,784","₦ 45,568",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/4258002/1.jpg?0014,not available,microphones,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/0034682/1.jpg?1335,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/9924682/1.jpg?1337,not available,microphones,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/0034682/1.jpg?1331,not available,microphones,not available
3.5mm lavalier microphone interview shooting recording microphone,"₦ 8,636",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/7924682/1.jpg?1357,not available,microphones,not available
OpenMV? OpenMV3 2 I M7 M4 Manual Zoom Lens 2.8mm-12mm Vision,"₦ 21,409","₦ 27,831",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/3691111/1.jpg?5760,not available,electronic supplies power protection,not available
FRIDGE GUARD POWER SURGE,"₦ 6,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/647996/1.jpg?2404,not available,electronic supplies power protection,not available
200 Watt Step Down Transformer,"₦ 12,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/9544801/1.jpg?7045,not available,electronic supplies power protection,not available
EDC Hand Fidget M Spinner Finger Gyro Anti Stress Toys Autis,"₦ 8,490","₦ 11,036",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/763669/1.jpg?9161,not available,electronic supplies power protection,not available
Six Cent Penny M Triangle Fidget Hand Spinner Desk Toy EDC S,"₦ 9,620","₦ 12,505",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/673669/1.jpg?8834,not available,electronic supplies power protection,not available
300Watt Step Down Transformer,"₦ 14,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/7714801/1.jpg?0923,not available,electronic supplies power protection,not available
Gimbal Fine Adjustable M Swiel For Magnetic Base Stand Holde,"₦ 3,879","₦ 5,819",33%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/473669/1.jpg?8884,not available,electronic supplies power protection,not available
2pcs 20mm ZWB3 I Wavelength Filter UV Pass Filter Block Visi,"₦ 11,659","₦ 15,156",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/1493671/1.jpg?3223,not available,electronic supplies power protection,not available
Six Cent Penny I Triangle Fidget Hand Spinner Desk Toy EDC S,"₦ 11,628","₦ 15,115",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/7591111/1.jpg?5604,not available,electronic supplies power protection,not available
Freevision Moblie Handheld I Gimbal For Phone Gopro Camera,"₦ 153,220","₦ 199,185",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/6591111/1.jpg?5810,not available,electronic supplies power protection,not available
200 Watt Step Down Transformer,"₦ 12,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/040086/1.jpg?9423,not available,electronic supplies power protection,not available
OpenMV? OpenMV3 4 I 2Cam H7 M7 M4 Undistorted Lens 2.8mm-12m,"₦ 23,724","₦ 30,840",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/6491111/1.jpg?5331,not available,electronic supplies power protection,not available
Automatic Voltage Switcher - AVS30,"₦ 12,500",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/4593251/1.jpg?1023,not available,electronic supplies power protection,not available
OpenMV? 12mm Long I Focal Lens M4 M7 Module Vision Image Cam,"₦ 14,289","₦ 18,575",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/3691111/1.jpg?5764,not available,electronic supplies power protection,not available
Zhiyun Stable Mount I Seat Base Frame For Crane-M/ Smooth-Q/,"₦ 14,484","₦ 18,828",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/9591111/1.jpg?5563,not available,electronic supplies power protection,not available
Sports Camera Handheld G Stabilizer Clamp Mount For Stabiliz,"₦ 20,394","₦ 26,511",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/552179/1.jpg?1202,not available,electronic supplies power protection,not available
Quick Release Camera K Alloy L-Bracket Plate Tripod Hand Gri,"₦ 28,360","₦ 36,867",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/5707601/1.jpg?1684,not available,electronic supplies power protection,not available
Aluminum Quick A Release L Plate/Bracket Hand Grip Holder Fo,"₦ 26,780","₦ 34,813",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/540688/1.jpg?8193,not available,electronic supplies power protection,not available
Gimbal Fine Adjustable T Swiel For Magnetic Base Stand Holde,"₦ 6,050","₦ 7,864",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/043279/1.jpg?4928,not available,electronic supplies power protection,not available
Universal APEXI Auto O Turbo For NA & Turbo Black Pen Contro,"₦ 16,061","₦ 20,878",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/646368/1.jpg?6778,not available,electronic supplies power protection,not available
S5 3-Axis Handheld G Gimbal Stabilizer For Mobile Phone Gopr,"₦ 88,302","₦ 114,792",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/172179/1.jpg?3304,not available,electronic supplies power protection,not available
Universal Quick Release O Clamp Adapter Quick Release Plate,"₦ 23,043","₦ 29,955",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/316368/1.jpg?5978,not available,electronic supplies power protection,not available
Hohem ISteady M6 3-Axis Smartphone Gimbal Stabilizer,"₦ 202,430","₦ 323,890",38%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/4381822/1.jpg?1218,not available,electronic supplies power protection,not available
Tripod Monopod Head T Quick Release Plate Clamp Mount Adapte,"₦ 18,341","₦ 23,842",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/633279/1.jpg?4961,not available,electronic supplies power protection,not available
Fridge / Freezer Guard Surge Suppressor,"₦ 7,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/530417/1.jpg?0676,not available,electronic supplies power protection,not available
D-Marc Fridge/Freezer Guard 13Amp And TV/Audio-Guard 13Amp (Combo),"₦ 17,000",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/8069362/1.jpg?1235,not available,electronic supplies power protection,not available
USB Relay Module USB Intelligent Control Switch USB Switch,"₦ 4,232","₦ 8,464",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/6157681/1.jpg?1854,not available,electronic supplies power protection,not available
Fridge And Freezer Guard With Surge Protector,"₦ 6,450","₦ 8,500",24%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/2510701/1.jpg?7284,not available,electronic supplies power protection,not available
Portable SLR Photo M Video Camera Handheld Stabilizer U-Type,"₦ 17,651","₦ 22,945",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/004669/1.jpg?7593,not available,electronic supplies power protection,not available
2pcs 20mm B ZWB3 Wavelength Filter UV Pass Filter Block Visi,"₦ 11,536","₦ 14,996",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/7604671/1.jpg?2749,not available,electronic supplies power protection,not available
SD To CF Card Adapter To Standard Flash Type I Card,"₦ 13,430","₦ 26,860",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/684106/1.jpg?0215,not available,electronic supplies power protection,not available
Foldable Gimbal Stabilizer For Smartphone 3-Axis Phone,"₦ 99,500","₦ 199,000",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/4617402/1.jpg?4163,not available,electronic supplies power protection,not available
Handheld Video B Stabilizer Steadicam Steadycam Hand Grip Fo,"₦ 19,380","₦ 25,193",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/6411671/1.jpg?5725,not available,electronic supplies power protection,not available
PC  Cable 48cm 2 Pin SW Cable On/Off/Reset Push Button,₦ 680,"₦ 1,360",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/084106/1.jpg?9493,5 out of 5(1),electronic supplies power protection,not available
SJ4000 SJ6000 B SJ7000 SJ4000+ WIFI SJ4000 WIFI Protective C,"₦ 23,535","₦ 30,595",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/4657671/1.jpg?8410,not available,electronic supplies power protection,not available
220v 25cm Led O Lights White Electric Revolving Props Rotati,"₦ 40,954","₦ 53,239",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/675368/1.jpg?4678,not available,electronic supplies power protection,not available
Zhiyun Stable B Mount Seat Base Frame For Crane-M/ Smooth-Q/,"₦ 14,332","₦ 18,631",23%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/0614671/1.jpg?2646,not available,electronic supplies power protection,not available
Intelligent Single-phase Tuya Wifi Electricity Meter,"₦ 42,510","₦ 85,020",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/1768122/1.jpg?2510,not available,electronic supplies power protection,not available
AIMOS HDMI KVM Switcher 4K 2 In 1 Out KVM Switcher Keyboard,"₦ 42,350","₦ 84,700",50%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/4124612/1.jpg?5839,not available,electronic supplies power protection,not available
TX- VCT-14 Video H Camera Camcorder Quick Release Tripod Pla,"₦ 159,366",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/8905701/1.jpg?3903,not available,electronic supplies power protection,not available
3.5 mm microphone suitable for mobile phone presentations,"₦ 9,144",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/9924682/1.jpg?1344,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/1034682/1.jpg?1321,not available,microphones,not available
"Professional mini clip-on lavalier microphone, 3.5mm plug","₦ 8,890",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/7034682/1.jpg?1581,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/1034682/1.jpg?1320,not available,microphones,not available
Wireless mobile phone microphone K8 wireless lavalier type type-c port for mobile phones,"₦ 7,820","₦ 11,040",29%,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/0519172/1.jpg?4369,not available,microphones,not available
Portable lavalier mini microphone condenser clip-on lavalier microphone,"₦ 9,398",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/5134682/1.jpg?1819,not available,microphones,not available
3.5mm black lavalier microphone micro broadcast quality wireless system with metal clip and windshield,"₦ 9,017",not available,not available,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/9034682/1.jpg?1563,not available,microphones,not available
